timestamp,ACC_0,GYRO_0,LIGHT,MAG_0,PRESS,ACC_1,GYRO_1,MAG_1,ACC_2,GYRO_2,MAG_2,label
5950211688895.0,1.8848423333333333,-0.1114987502307945,62960.877497579786,-32.562833736637124,1007.2748109333332,7.703859,-0.147262,-41.451049323544986,5.602625,0.0394854926124335,-7.069726562499999,0.0
5950244983220.0,1.7400104615466865,-0.0913364447137859,40399.55472622003,-33.28386525349228,1007.2685690005026,7.614544546752048,-0.1209575134266407,-41.15792138074487,5.7429294900018375,0.0521801197247115,-8.444973234953704,0.0
5950279126811.667,1.8737634166666668,-0.0848651379158822,19933.66430566346,-33.05546949222564,1007.2727916889862,7.655028531642153,-0.1681503180775457,-40.86340574222969,5.638518374235994,0.0370166728861414,-8.485716163580248,0.0
5950312332337.308,2.068716164520945,-0.046196053927933,15370.687059595655,-33.64386405899415,1007.2705242421416,7.645595643486401,-0.1847326371015402,-41.08906921016273,5.522418404472682,0.0654959714307445,-8.696497647750212,0.0
5950345112308.462,2.132165168996905,-0.0470121896198029,18235.313778393,-33.443864417506184,1007.276847349161,7.549526945425048,-0.1064603849819595,-40.79749464088052,5.688128925449757,0.0879222887603278,-8.770221624211,0.0
5950377129363.75,2.197293748099116,-0.0469212374063313,19145.50591574034,-33.665284940104165,1007.2715889823266,7.506441670269034,-0.0401385675456568,-40.518506830729166,5.585118120780905,0.0981079949610774,-8.646777760416667,0.0
5950410974991.154,2.179144018770998,-0.0467878818211577,19480.667626957395,-33.849406631660294,1007.2669670054088,7.480411742628383,-0.0118354045277511,-40.48200963269612,5.563860482905984,0.068546992485349,-8.777935346840447,0.0
5950446052382.5,2.3237169342383885,-0.1289234626454647,19729.39679948591,-34.031456592361565,1007.2701057429688,7.575114656133657,0.0146261938946529,-40.16918744297875,5.561489905094673,0.0557410176285345,-8.491321927822963,0.0
5950476641110.909,2.4504989103945176,-0.1378951346407834,19911.19572120509,-33.41360838755264,1007.271418,7.545825657102291,0.0390513688164635,-40.53537184943181,5.424407196257627,0.1360523278925377,-8.92359731485228,0.0
5950510323952.692,2.4666225469880603,-0.2000812112362254,20076.04190320396,-33.880730835424266,1007.2735239189946,7.596872253129669,-0.0089383846566605,-40.30876047596154,5.352747074087248,0.1097015794862685,-9.16056852570456,0.0
5950544436332.5,2.2088657606348305,-0.2574914280796884,20209.96657744396,-34.10306447697675,1007.2682658839138,7.926510564228856,-0.0385236696170014,-40.26646774079607,5.200850134048612,-0.0288540359730125,-9.42664439922298,0.0
5950575773622.272,2.2034588770623595,-0.4980607573692581,20307.38979721927,-33.81752243917332,1007.2601812572932,7.635820109682195,-0.31371805174591,-39.749529029189496,4.999780677160588,-0.1888194007770973,-10.048479607436276,0.0
5950608518500.77,2.803162815638454,-0.3628148751362496,20391.90866894436,-33.96072060426757,1007.2588219102564,7.419306196729635,-0.0846020106434767,-39.82887637966804,5.385113092006407,-0.2333219279413614,-9.851782813167445,0.0
5950642507238.75,2.6116226905744715,-0.2538304197097323,20472.062740577425,-33.84497887955671,1007.2592239583332,6.972560290604252,0.2267548043748209,-39.70951521122666,5.314684247878069,0.0188316846956526,-10.511426018229168,0.0
5950675138020.0,2.5408791216224955,-0.2300215186842914,20551.064369597632,-33.76888869887811,1007.26106225,6.950395918468593,0.5745632331485916,-39.56914356137635,5.589862417728864,0.231607635792905,-10.80558148245074,0.0
5950709107241.154,1.7143915391662246,-0.1670264754410137,20646.168669769257,-33.3705593872029,1007.2539642692308,6.5677180650952405,0.6582308970216743,-38.96876204663725,6.055700006831052,0.2928087690301566,-11.685587008728287,0.0
5950743059207.5,1.582442329413138,-0.1606061975637117,20764.542118335456,-33.73963925210625,1007.2475147392796,6.715738416157276,0.5482774206571758,-38.78025467822632,6.731669139561643,0.238282259336502,-12.140593638851728,0.0
5950774383008.637,1.4572111160802008,-0.1753510345235328,20903.445184847005,-34.338077317241314,1007.2519862252456,6.719863447030912,0.5262724286693702,-38.601892404325845,7.130523015872736,0.3359069210335303,-13.028714011272626,0.0
5950808096252.143,1.393590318368233,-0.1921478708790961,21098.55302221,-34.341641371065,1007.2464557380952,6.756824926529938,0.3273764174635322,-37.843587499345176,7.182432590087776,0.2971203661257139,-13.437312136043875,0.0
5950841104186.667,1.739709995539091,-0.2713582105734758,21344.37256708397,-34.42011719251723,1007.24609375,6.7205869344569855,0.0683265856897841,-37.486536941196135,7.270722591519278,0.2420688718908266,-14.173281744716746,0.0
5950873699874.167,2.1131031995906,-0.285875221046136,21589.943309427763,-34.60328465490721,1007.25215379657,6.639866516712225,0.0191255852620827,-37.6446597389898,7.168486620723382,0.2225605697119728,-14.511611606043155,0.0
5950906385801.25,2.414339111064541,-0.3002440185827096,21857.07107127476,-34.844664373900315,1007.2601262864916,6.814239585613092,-0.0149505184797283,-37.254898272511504,7.001450081467662,0.2564158887036848,-14.902880899268636,0.0
5950939577967.917,2.5953582457671263,-0.3617304847242102,22154.494652022662,-35.275021563298466,1007.2600785804584,6.855238983902436,0.0727841840922531,-36.74317197257346,6.903732980517717,0.2726596587106589,-15.335996159532115,0.0
5950972321811.667,2.479636395392104,-0.3760170464503021,22490.95285106921,-35.295326387231114,1007.259010375,6.6978744218298525,0.1662286852551169,-35.8107052205406,6.805490466458043,0.3124102292152333,-15.510087073554418,0.0
5951005673863.75,2.359068699586833,-0.3689002070495437,22875.18446781211,-35.29534340430897,1007.2548687156668,6.77058793984899,0.1997899386532108,-35.76236793477229,6.583553753956873,0.3232853455875678,-16.619776152321737,0.0
5951038339717.917,2.2649387374246484,-0.4779476678701246,23315.928301649063,-35.66032449152436,1007.1613654305444,6.694724393233219,0.3352052189793801,-34.73545756662174,6.664682618572743,0.3153063528161106,-17.170270452368246,0.0
5951070848414.23,2.1950737921196293,-0.5454117821500705,23870.703032758265,-35.83467093874644,1007.0772818121096,6.340590459021384,0.2969315527518791,-34.543403931623935,6.43407355570444,0.2627066660509701,-17.833282329179077,0.0
5951103760009.583,2.7295455247575244,-0.7797864472466726,24817.472383970944,-36.00222052940817,1007.3549550238356,6.4299712590271705,0.4654145772731159,-34.33953111385009,7.032226592939918,0.2623115408901473,-18.85229994707681,0.0
5951137714039.23,2.203411829958604,-1.0596214870306857,26012.14619051427,-35.62262261395805,1007.2538678872312,5.868564030463566,0.9327189340703542,-33.660896520691225,7.478027893728967,0.2361196073352721,-20.19414606779253,0.0
5951171400779.615,1.6400242899985098,-0.5573931120336587,26889.637394617188,-34.82811687290633,1006.992764459318,4.914143076130438,0.8306666846503059,-32.61970142221028,7.813657894780929,0.3220289531605961,-22.309382745831687,0.0
5951204308634.583,1.371442282736032,-0.2858180315697866,27283.60279733869,-34.61786727719724,1006.6104753932982,5.247193771889649,0.8092483936486733,-32.1718300514797,8.204942638323494,0.3384680167494263,-23.977616628895465,0.0
5951237062947.083,1.225639252025861,-0.759884713859006,27533.56345477745,-35.15615356078364,1006.861512605162,5.707476098526471,0.6614165277300498,-31.143753134140365,8.280156410521602,0.2688500128794874,-24.85071759653,0.0
5951269502582.5,1.088800514801739,-0.8651385975066787,27712.647489168176,-34.421627569826015,1007.2334286913734,4.665495756460539,0.4921024000157071,-30.86958052570206,8.573400606925128,0.2625657482808246,-26.418204085473903,0.0
5951302333520.0,1.1560868127738846,-0.5667426133156626,27858.41621038514,-33.94014843505846,1007.8985876288252,4.916440465911181,0.3354395252435724,-30.269495295292376,8.987707266921687,0.387325139236152,-27.347620905892555,0.0
5951336272683.462,1.275582298761777,-0.7220982649512915,28015.64217541476,-34.744360550919524,1008.5683498515388,4.654871257567934,0.4646633023155493,-28.841391307241416,9.04827074321184,0.4279008194825137,-28.28333915545249,0.0
5951370151270.0,1.261953715573266,-0.6162456156054935,28219.302670613808,-34.376470325916976,1008.6230427537436,4.335444769879111,0.302076921928795,-27.67631016163942,9.107198141798856,0.4743103251920797,-29.278178713763964,0.0
5951402955853.333,1.4753642191706546,-0.4565421068835587,28498.80283871872,-34.255069094118134,1008.9306469082755,3.951037983521967,0.2709752490053028,-26.52111832539502,9.380219441525837,0.5552890601915658,-29.83148275029367,0.0
5951434663082.5,1.5180120851599563,-0.4770585486841143,28912.706808009683,-34.733596041666665,1009.2073362357688,3.742362953920857,0.3528752448253877,-25.45352415782978,9.243268061757169,0.5639215677350061,-30.0609385,0.0
5951467511164.23,1.6930503846153848,-0.3440299240175987,30118.446935066742,-34.413040082792804,1009.48934104728,3.6766584848949,0.2451270170289823,-25.06856727449139,9.194544853403013,0.4745363979877374,-30.68292405754805,0.0
5951501022145.0,1.793086194080547,-0.2957348535049046,32179.759666491023,-34.44910647117964,1009.6480941867412,3.596424779975213,0.3444455098272915,-24.32018220041984,9.204384090308157,0.4246264568197083,-31.15443459694058,0.0
5951532712548.846,1.521701881999869,-0.2661508261922811,34159.3463180117,-34.38384000606452,1009.7683108012718,3.5399479108709864,0.351616223525253,-23.04644276885509,9.065467867737055,0.4203969172759162,-32.1465158076923,0.0
5951566341895.0,1.3000252530214522,-0.1573486855144223,35667.88635295095,-34.90719962256323,1009.8374297590472,3.418481707396876,0.3052567979027522,-22.452222036620928,9.18498874719177,0.4032430129180936,-31.91525105523524,0.0
5951598935770.0,1.0583798483404705,-0.1866694090157652,36843.16028762577,-34.68158070211228,1010.108965368897,3.4186421519247205,0.4141461510352273,-22.158195752482456,9.17038728886028,0.3893882652747781,-31.959158156807515,0.0
5951631678404.615,0.6912211269613411,-0.2624324466406104,37935.704473182086,-34.67329383623397,1010.1998915203292,3.3551822482064204,0.3749069316732371,-21.340951290059333,8.998013245592718,0.4066242700441623,-32.66214507531968,0.0
5951667133305.714,0.7841553162036277,-0.3115077019708644,39175.39095312879,-34.393010309080495,1010.1639215833331,3.244437280205792,0.3616137934841233,-20.74907467750929,9.423360278869596,0.4158851299113308,-33.37109921648296,0.0
5951699586235.909,0.3618653793147562,-0.329243207091436,40370.33136268018,-34.49343750479243,1010.1803845303032,3.2456808019281,0.5536056604872102,-19.76190320944009,9.205587795946572,0.4617451921572715,-33.419702382208094,0.0
5951730856540.833,0.3056641030452024,-0.2885729927537361,41464.85773620775,-33.863360464552905,1010.1352114825994,2.890041743935872,0.310367540165906,-19.34102843901344,9.145628321145953,0.3996239645390844,-33.71525838828142,0.0
5951764941818.077,0.4185925338646302,-0.1783014417229616,42645.16669012908,-33.70598862233475,1010.3760603939912,2.9234620889016734,0.4120534706013453,-18.672195690624104,9.39226974708456,0.3909094602438978,-33.997690552047544,0.0
5951797691122.272,0.3682744583734566,-0.085647433233991,43772.63098304715,-32.79685274318396,1010.5699715750204,2.9182442932106283,0.4113307766207739,-18.767876015652384,9.299647791419623,0.361145405559069,-34.55993519207419,0.0
5951830232452.692,0.9857062303048278,0.120550283560426,44897.93421123114,-33.17019740009197,1010.6987328174164,2.819817290825561,0.3560836973636639,-18.42936863204397,9.678366304350766,0.2763485607393363,-34.64319637562082,0.0
5951865416164.23,0.497038726075331,0.1095636079199192,46118.68175757052,-32.52547804381157,1010.8292837030352,3.1876691738201504,0.5689673038642736,-17.847692211569942,9.825267731387353,0.2444997865218608,-34.8302852626129,0.0
5951898208576.818,0.0330976691637564,0.0781109056842479,47250.61996370344,-31.73267209090909,1010.6350526031766,3.175229719694977,0.3760610178301934,-18.20433714874264,9.85070646584066,0.2237758565227531,-35.833686483125675,0.0
5951929498332.5,0.090062517075914,-0.1203316255002826,48343.52676121102,-31.84786083832884,1010.7525650039014,3.6641719666843255,0.2651168974825722,-18.04959806179008,9.74428758059832,0.2352158477237381,-35.71480983855647,0.0
5951962301645.0,0.1465489317313874,-0.5209798626968407,49495.56336076016,-31.82442839366598,1010.45391067023,3.955334375,0.2319336358466718,-17.34373126784483,9.586541096775829,0.3111259589317333,-35.49070112769795,0.0
5951995587238.75,0.2145539324768545,-0.8251722143284423,50662.92942833604,-31.854668215040466,1010.158731468659,3.552719504673626,0.066319211536958,-16.493863144310495,9.12953391514472,0.3583863625691626,-36.56663212793614,0.0
5952028784322.083,0.5941160990195247,-0.9398433138039856,51849.08257562909,-32.123186851209404,1009.81861818193,3.1348520074720483,0.0051829232457594,-15.219100046817925,9.275196314081604,0.4432900219244403,-36.93854910757505,0.0
5952062701221.923,0.1791714384948529,-1.0088946558968428,53108.70683661976,-31.939389192331777,1009.2939319884208,2.9186064474784086,0.2911051838591426,-13.117649746301025,9.687815610144153,0.5880566977821085,-37.25868773057212,0.0
5952094164134.583,-0.6071516302345197,-0.8414725903452701,54424.38991411645,-31.552720405404795,1008.8743297823104,2.500820930976252,0.495418235154293,-11.87383182627189,9.85309852035062,0.7456481666900037,-37.67564856745006,0.0
5952126862447.083,-0.8890193161311163,-0.6053192143106213,55776.35818759451,-31.49455453471184,1008.7104555253184,2.15385002033238,0.4374401243574713,-9.717868793516846,10.062896966077655,0.8826564720273739,-38.77197120340197,0.0
5952159514009.583,-0.3360551684805032,-0.5492179108599985,57157.13034131866,-31.22369249204017,1008.8079045416667,1.7999129284073112,0.2018542177810415,-8.89259671178363,9.880559174294415,0.8648972936796393,-39.03996028886974,0.0
5952193494866.154,0.9057365043726158,-0.6512820699572952,58550.49249698877,-31.716998779454915,1008.7746857685136,1.7501412026609642,-0.0037098370516414,-7.13723925955458,9.614099426045945,0.7295877488581166,-39.35778501682693,0.0
5952228423971.923,0.4256845129124639,-0.8573356245459114,59869.07198170504,-30.84741570966412,1009.7191653719336,0.7116507555809932,0.2175633679419396,-5.822039732057539,9.405984423076925,0.5031052772393283,-39.90914177328325,0.0
5952258754542.728,-0.3391197364445819,-0.6965124839156124,60958.127633106335,-30.823832041165645,1010.083316047392,0.0955489211115784,0.2168549550736632,-4.736521464646464,9.250899989179432,0.401260173484638,-39.86300976026772,0.0
5952291619693.077,-0.8303935135799035,-0.496821257386994,62069.266874777655,-30.76448976809825,1010.0477081350084,-0.0934679765254278,0.2237025069071917,-3.424017687559354,9.12457134033446,0.385657655315635,-39.79402154391798,0.0
5952325462853.333,-1.1098281211820962,-0.3612773190250415,63255.53337137665,-30.08621021520433,1010.2444023333334,-0.3859398467245075,0.1318434847647804,-2.5209801897532755,8.572276873780469,0.3620735998235723,-40.50630279623142,0.0
5952358114717.917,-0.5113148390020644,-0.7158276407351721,64391.4066427238,-29.80800022082227,1010.1776228308772,0.1729158601312918,-0.1626588770650172,-1.822308749380678,7.83051038488059,0.2723053387467722,-40.70841828064834,0.0
5952390784707.5,-0.1619085504126714,-1.187690075327608,65493.2410034938,-30.576829180377285,1010.4613538758912,-0.3707452085230974,-0.1298155112173784,-0.382827875303301,7.639820808636119,0.0714198776116389,-40.31107350111228,0.0
5952424721193.077,0.4457061295238471,-1.4340741556928014,66571.16606017711,-30.53860492459974,1010.9902563513634,-0.9129678687636524,-0.0653473543776956,1.2693574384091793,7.501286080592029,-0.0235314422156677,-40.62554326563099,0.0
5952457491906.363,0.6966093351336101,-1.3522209192666208,67510.21969837508,-29.933364892650665,1011.4155529831288,-1.175928615626182,0.2922916732058579,3.577877267282965,7.574352417877011,-0.0892069921287072,-40.78540224778612,0.0
5952488847072.083,0.700258328288999,-1.41502392245253,68289.11430576762,-29.557012419424904,1011.8781809683855,-1.4580114100615604,0.4164065637779846,5.438011091948016,7.580292375,-0.2108105590492258,-39.94739766229146,0.0
5952524590162.857,0.9299382789544496,-1.6268228552869857,68993.56435969817,-28.66978200772732,1012.502154003616,-2.1643903300231706,0.7206251750574083,7.504177693511797,7.59871603912895,-0.3582663705404975,-40.13002126281044,0.0
5952557727482.5,-2.0150032716955124,-1.921003293407636,69455.81639442555,-27.00705715742001,1013.4755476997228,-3.157972822389913,1.3760573485274303,9.503680712258054,7.11837230312385,-0.5726604780474003,-40.482875809520685,0.0
5952588157113.75,-4.158318772680466,-0.9580862235359572,69679.21067318328,-25.39759613987349,1014.2127672779092,-4.68152228931563,1.465940138971361,11.376287718611982,8.018401479991176,-0.2541023622019285,-40.56339556165064,0.0
5952622409511.667,-4.778980542856116,0.5499350709850603,66566.65744020393,-24.064377589830187,1015.2527394237376,-3.857669661014473,1.1365995848494366,12.109535658517464,8.122757659069652,-0.0925346406440282,-40.63761393512296,0.0
5952657542701.818,-3.910878475918638,0.6400230896274341,57111.11021071178,-22.5326523905059,1016.299631329174,-1.268876134824517,0.7660194096231855,11.286072048331729,8.043691534097556,0.0305995879387934,-41.40651836991464,0.0
5952687689885.385,-2.7341529257645814,-0.0791435954791503,55368.72258170336,-21.71816058058748,1018.0474579990088,-0.16457843915018,0.1918242074445401,10.378935944362834,8.152919604088561,0.1342427772078487,-41.238013948100814,0.0
5952721461353.333,-2.4237939480453146,-0.6476655907438723,60283.027031934726,-21.7815943442788,1019.8930033782104,-0.4157052157139011,0.0602349703409603,11.120203668150168,9.307972611833025,0.2464724202864538,-41.107469396683975,0.0
5952752904116.154,-3.697260194462157,-0.9434674756434264,60519.71105869916,-21.13167446272445,1020.4799635342912,-1.0818730153167315,0.7872867244445122,12.188446453934024,9.422997751110968,0.4143287682036708,-40.9126387463879,0.0
5952786755759.583,-3.6649794194538914,-0.9845400376203806,52934.1766414433,-19.79390548903056,1021.4719060270454,-1.9012855378238795,0.3437594326428615,14.172755761350665,9.109005783882145,0.5062962088141395,-40.26262545818046,0.0
5952819865877.143,-2.28519846869581,-0.7214182036896298,49818.62701413389,-19.120856861142183,1022.7596483448344,-2.3002259603675403,0.3569330332842694,15.393277881982204,10.081208627247806,0.5826957807811294,-39.91473448883928,0.0
5952854484780.417,-4.054045189197104,-1.0829901376538449,55327.62429260653,-17.450481937720564,1025.1680495847795,-3.1764055690009627,0.8587240562315429,16.57465543259401,9.430020357598188,0.5806727543512412,-39.25304024649499,0.0
5952887473207.5,-5.255024321631378,-1.7551856451828218,61779.58966680336,-16.395385800353775,1027.703731340173,-4.19715041322529,0.4493947603982458,18.54016945832325,7.734226182442767,0.5083245641461759,-38.88431050089702,0.0
5952917717613.75,-4.441543936657603,-3.151014768015975,62653.1047192171,-15.366454053132877,1030.8638567476205,-3.897330483857581,0.4042838252120709,21.183548185303348,6.521667896103697,0.3868841742669591,-38.05654030913728,0.0
5952951289471.923,-4.992629026799552,-4.906340930324093,53464.51852784554,-14.777163961538465,1033.567429370288,-4.840857891093708,0.2148142846818892,25.84099461361921,4.098536679898962,-0.3026700417974469,-35.12439892245446,0.0
5952984505135.385,-5.370421529780915,-4.172376043143695,45886.71003218325,-14.825151119491178,1035.701549916073,-7.513864045720153,0.4079770979379885,31.450721178380142,2.216024279809699,-0.4975036878565428,-30.64441881852751,0.0
5953018000905.417,-4.953953471161917,-1.6963212239392789,42176.12865036261,-15.093241864849787,1038.3817530733836,-9.007461825169946,0.0836930358773126,35.52867045707268,1.875193602842344,0.2819569058244049,-26.840393175622808,0.0
5953051812270.0,-4.20284609830422,1.9252165687018583,39205.35117912256,-13.578709730451836,1041.019859102966,-9.933588999493084,1.1667279772436736,35.674494606374,2.187262331163273,1.0383119663443976,-26.136456558911487,0.0
