Unnamed: 0,timestamp,ACC_0,ACC_1,ACC_2,GYRO_0,GYRO_1,GYRO_2,MAG_0,MAG_1,MAG_2,PRESS,LIGHT,label,ACC_012,ACC_01,ACC_02,ACC_12,GYRO_012,GYRO_01,GYRO_02,GYRO_12,MAG_012,MAG_01,MAG_02,MAG_12
4,161221136126212.38,3.150551565892592,4.910216308102481,7.825981062769386,-0.6749648574190558,-0.0817534985956491,0.3599364329569094,-33.794997099915406,18.565537867865917,-106.2978191094116,1019.349028273332,2339.2561348381914,0.0,9.761259086640866,5.834055138726735,8.436347240611502,9.238842123728524,0.7692954107838541,0.6798979285770439,0.7649390789601941,0.369104145604425,113.07522882012508,38.55879958331761,111.54070188231952,107.90693000794876
5,161221169459545.72,2.632305867032648,4.494566094502812,7.693934908025918,-0.5465243735089513,-0.0658877199498144,0.2689370624512116,-32.80167388287014,19.704550818578674,-107.08046105456636,1019.2922013332592,2224.7835014077136,0.0,9.291221282716744,5.2086618776292966,8.131769090828532,8.910542000731159,0.6126640401063407,0.5504816822379623,0.60911085559136,0.276890475098137,113.71211136962772,38.26511639182762,111.99185215530936,108.87834707884048
6,161221202792879.06,2.778215802407145,4.295382418776804,7.876338569476501,-0.0997833286909726,0.0607043899923228,0.0370894700657717,-33.47308106642455,19.993168885887812,-107.2571026336216,1019.2785689620714,2114.4251932730126,0.0,9.39177844869143,5.115544269017877,8.351957393675324,8.971455811882484,0.1225453566592814,0.11679784094319,0.1064534709364165,0.0711382580198574,114.1238801633484,38.98940828198169,112.35894811468587,109.10459599603892
7,161221236126212.4,3.373801057440361,2.7775860704913,7.059101950463775,-0.0788371703711869,-0.3243076172561934,0.4001465842730538,-34.02948776747994,20.440599177388627,-108.50166544502466,1019.2498928353936,2015.4982337611125,0.0,8.302315237403027,4.37007070356682,7.823902729599031,7.585901708170808,0.5210643136388419,0.3337524981816993,0.4078389245002586,0.5150657429064582,115.53542979013748,39.6966514009397,113.7128728071766,110.41027804998372
8,161221269459545.75,3.4058058103889866,3.4644919661727824,8.214947026110002,0.6201663180597449,0.0547229409768423,-0.0779173825879444,-32.86295184387311,19.739922577266466,-107.70300374486212,1019.2498167245712,1935.319646199037,0.0,9.543980953645534,4.8582113788672405,8.892967325919564,8.915607619532688,0.6274328496614532,0.622575989197251,0.6250419030474171,0.0952140681754071,114.32224264295633,38.33585980839868,112.60510920716922,109.4970390422602
9,161221302792879.1,3.618693219258743,4.561399860478253,9.586528107872644,-1.1257103582791534,0.3735896946681417,0.1389608552084106,-32.105778250750795,19.18170533346225,-107.5882385402868,1019.249816297032,1881.206453913808,0.0,11.216186092665923,5.82248308733312,10.24677811695664,10.616397216108828,1.1941956246693706,1.1860830791724564,1.1342547906080154,0.3985967627094934,113.90323914967392,37.39944941554831,112.27648938797488,109.28479716640108
10,161221336126212.44,1.2975429853412332,3.914904980240456,7.326519993358394,-0.006434561711231,-0.1748260372588059,-0.1919448202608255,-32.414828539467145,20.06240741812101,-107.07320352534325,1019.245239046002,1860.4756802324496,0.0,8.40761523954326,4.124330103558608,7.440531769429422,8.3068872760735,0.2597082226518707,0.1749444108510845,0.1920526428075809,0.2596284986833649,113.65690570235188,38.12113981315001,111.87221291465826,108.9365462303182
11,161221369459545.78,3.172757138501695,4.127969550510008,7.758830918707429,-0.0932451061712758,-0.2232236655644348,-0.0136953725787862,-32.87873934045168,18.886560794329878,-107.70913060664904,1019.2394495631938,1879.203108746448,0.0,9.343766782991835,5.206392270070634,8.382472492349965,8.788605682076547,0.24230356564233,0.2419162142001134,0.0942454935525528,0.223643394935094,114.1883115528707,37.91719503411721,112.61557759323328,109.35245308029492
12,161221402792879.12,2.9301747538058587,4.904608471442276,7.969243503639915,-0.0444530213152141,-0.1273842754419219,-0.0397953826605697,-32.46492037274148,20.09103429288488,-106.54550553650095,1019.2460699819324,1930.0738685326464,0.0,9.80560810792944,5.713239741686372,8.490863684463921,9.357565189644705,0.1406644845546149,0.1349178443865536,0.059663586760704,0.1334557084240483,113.1793508719452,38.17879927088228,111.38184683707216,108.42321895694867
13,161221436126212.47,2.6291670595418157,4.4604543330337405,7.750407549613778,-0.2532342844620019,-0.0016594483330308,-0.0677449721276288,-33.72474180564526,18.427238074802023,-108.54808402515005,1019.2415122558622,1997.6029150355475,0.0,9.32078266398104,5.177660889249046,8.184212644603633,8.942285504399294,0.2621444980241342,0.2532397215994207,0.2621392455843942,0.0677652936047886,115.1503706396723,38.430733962843725,113.6663747789489,110.1010883170392
