timestamp,ACC_0,GYRO_0,LIGHT,MAG_0,PRESS,ACC_1,GYRO_1,MAG_1,ACC_2,GYRO_2,MAG_2,label
178726815266824.0,3.231201,-0.094916,1661.8019243370725,-5.114548611111111,1009.5369054351736,7.947898,0.1223761351883684,-44.25087005555558,4.36216625,0.0676400037965982,-28.723590962962973,0.0
178726848930407.34,3.4202412287513138,-0.0465813878550029,2630.904174708533,-0.998636546176005,1009.798246481478,7.779025500742969,-0.0444071193333058,-44.393021211924655,4.153344999713294,0.1153418553097157,-28.62512953672601,0.0
178726882071631.7,3.299062304306668,0.0148693052254024,5379.402123379602,-1.6929231880122606,1009.9010626524216,7.88270192538524,-0.0357442145085679,-44.46128482075123,4.564008420981337,0.1201022201754481,-28.4265144302553,0.0
178726915396490.66,3.4141763157904896,0.0478246083621985,8746.681716344077,-1.8370731131892355,1009.9009561565292,7.73064231246645,-0.1033544342743812,-44.153801272595054,4.330251226392751,0.1822183609976618,-28.97932453692142,0.0
178726948340352.84,3.219578387001522,0.0664290703096461,10501.719380294884,-1.531721132065324,1009.8970896938793,7.5489225662569375,-0.0804036526118073,-44.27169203263707,3.875236468443355,0.2222536687179513,-28.91603948262902,0.0
178726980916021.9,3.34653836122286,0.2261191763651584,10616.010673398248,-2.510448619631902,1009.8978742850068,7.25212781574789,-0.4975221516200703,-44.20141253560803,4.000589670474104,0.393282141569691,-28.850001791666667,0.0
178727014683324.0,3.674178591711029,-0.0166803108441271,10591.129862903745,-3.6677389164817193,1009.9075339885004,7.729388977150789,-0.5547724726166793,-44.45450161099991,4.68809249047161,0.798754484648408,-28.690231774725277,0.0
178727048749605.25,4.060544515093146,-0.2425732944684011,10548.45348132179,-5.434005978569727,1009.9097320805828,6.7667693121309895,-0.2066472738106288,-43.71056452372995,4.332156779727656,0.8751204793460112,-28.33464246233372,0.0
178727081378980.25,4.029570539419814,-0.3317117895066905,10489.91847545315,-6.643581037235716,1009.9191338792842,7.758693706790894,-0.1882648409201293,-43.6570868041667,3.850352161027027,0.6127217816281754,-29.279631061449724,0.0
178727113931219.84,3.937026331048623,-0.381641183341709,10413.82363199492,-7.727872338586473,1009.9020934314366,9.847011290101586,-0.4817257189119465,-43.47810529801683,4.486816337951221,0.0312914091476743,-29.99879587608483,0.0
