timestamp,ACC_0,GYRO_0,LIGHT,MAG_0,PRESS,ACC_1,GYRO_1,MAG_1,ACC_2,GYRO_2,MAG_2,label
4622956684561.0,2.3535576666666667,0.100294840999892,22662.15335931757,-11.340480397939013,1003.045137561654,5.053262,0.400647875,-18.75985165833334,8.059188333333333,0.4526399060032471,-39.859998553048335,0.0
4622985496286.0,1.81112096153504,0.1709309343302144,22661.542384027893,-11.287101721719468,1003.05029920944,4.911112558867466,0.2181744061339591,-15.00507280570991,8.014593843143851,0.3918731867566403,-40.89786368336907,0.0
4623018406533.223,2.047395703727949,0.129519337848044,22660.83886671289,-11.316196248224523,1003.055924497991,5.050279713154466,-0.05898116438097,-15.666268663923145,8.154626685132163,0.2171571168288776,-41.481607004938624,0.0
4623051724833.728,2.371149691163865,0.1596638945955002,22660.410631764684,-11.8262823004403,1003.0592913386052,5.2645628818646015,-0.2393104577925416,-16.04337178114478,8.220694694864259,-0.0261146299095305,-41.67860032832094,0.0
4623085556724.462,2.647299731212525,0.2409129208775673,22660.37844644649,-11.483320242303678,1003.0601704059656,5.466391096535431,-0.3184765560404657,-16.177189159666703,8.406328321979409,-0.1234781575008472,-41.29861556117602,0.0
4623118088413.272,2.7454165609216,0.2582398511229037,22660.932521356903,-12.456543087821968,1003.0590341060608,5.58161320724783,-0.2682871223815553,-16.489062606593638,8.394220759308595,-0.0850359102256047,-41.04008472255909,0.0
4623150908003.308,2.51934391487982,0.2388955171556656,22662.19327714337,-12.24955275546873,1003.0598463717948,5.54271780129008,-0.1861174755890975,-16.84874120164759,8.093705122520081,-0.0259269793036051,-41.96332780231957,0.0
4623184791425.583,2.382938432925011,0.2293645280995663,22664.312725002357,-12.771814394635491,1003.0594375972222,5.60387093763861,-0.2184080774916216,-17.54750055080408,7.848490078013387,0.0027756795167365,-41.34072484541317,0.0
4623217535404.75,2.5050695027524434,0.2435168651818919,22667.2297267836,-13.169576339152943,1003.0524610059192,5.630260240985938,-0.2582412968053061,-17.657070622903948,7.563296805614384,-0.0470963467962535,-41.09420863881187,0.0
4623250068415.167,2.455608709169109,0.2200984659333509,22671.09154636032,-13.905316078950088,1003.0576725336946,5.765373727980233,-0.3017437184910347,-17.96557981587895,7.379760717500017,-0.1267411020799335,-41.2048674028548,0.0
4623283158467.25,2.49921183490127,0.173468430085847,22675.98275460458,-13.867900348343031,1003.0559508922316,5.787329225206136,-0.3464938761053879,-18.32933387336132,7.328553294712411,-0.1658351519838085,-40.51475965340679,0.0
4623316748050.583,2.5496906591562607,0.1310254503992919,22681.98792238845,-13.995058984457131,1003.0568444021084,5.838304845422982,-0.3155760357623419,-18.51790460041483,7.273110773597626,-0.1555308108840955,-40.16457810548915,0.0
4623349395144.333,2.607335863520256,0.1642230988485541,22689.191620584,-14.534663825980251,1003.0556142272486,5.77389318140229,-0.2082909348983717,-18.586035195242616,7.281076368463895,-0.0905888549890802,-39.97653573090883,0.0
4623383275109.077,2.488280442482009,0.1937431039651712,22698.071049767623,-14.504968948717949,1003.0599783547008,5.698658319605398,-0.1472282035906781,-18.90347310683761,7.071869394284685,-0.0269949907832577,-39.59510414514723,0.0
4623416130004.182,2.4592054067530347,0.1857947872189483,22707.96473583289,-14.930303712121212,1003.0566400531262,5.680255314957597,-0.2206238649547013,-19.138891213109627,7.265226181353614,0.0183454698861254,-39.90029077307501,0.0
4623447432956.833,2.641097396401653,0.2540641547531657,22718.839606361467,-15.109133594778086,1003.0575179340548,5.849610060572492,-0.2174232127764703,-19.23682250455443,7.503756443435013,0.0295799355877201,-39.95958056568524,0.0
4623481486561.0,2.5782843119941963,0.2677932269488902,22732.2646362288,-15.602981713520146,1003.0602138044236,6.42710309106644,-0.1550139969147141,-19.42299691592215,7.234124974674501,-0.0327849483857257,-39.11119597557476,0.0
4623515323477.667,2.172049188857708,0.1821863063207525,22747.42929620782,-15.64772746629575,1003.054694931124,6.565787634343384,-0.1209293336413213,-19.535444877363705,6.559222884551272,-0.1401993953655481,-38.69146753671711,0.0
4623547978102.667,2.4921782542337287,0.0388167419145569,22763.74614559251,-15.930123880452028,1003.0527154294596,6.496057270445828,-0.1450588980734632,-20.231283845966143,6.630281114055844,-0.1370668525998817,-38.82350433697017,0.0
4623581996157.154,2.7841809931319546,0.0067000054228355,22782.669236136026,-16.056953282626168,1003.057135760364,6.224676645122495,0.0321435365353653,-20.275118349979035,6.847979858726619,-0.1389139258766251,-39.20481419402146,0.0
4623614652561.0,2.5888968333158098,0.1424336517480627,22802.719309911885,-15.39480336722927,1003.0482689657052,6.156299995696646,0.1333646964338903,-20.364632838989547,6.877954835232183,-0.143752701048951,-39.24588137422359,0.0
4623646023540.167,2.609980329991384,0.0458995523341706,22823.820421768,-15.291652172514302,1003.0520171970456,6.437167003021571,0.1923025890461711,-20.44032757544056,6.801032745391911,-0.0984658718562935,-39.31400792456627,0.0
4623678778029.75,2.5615984384702126,-0.0795466653198093,22847.834992740536,-14.84589518546374,1003.0544850040632,6.115594872622069,0.255002369737631,-20.82079501066576,6.916828368861325,-0.096422099843316,-39.45591315879936,0.0
4623712541301.385,2.3588706881765327,-0.1213897961663325,22875.1387102004,-14.081433194896873,1003.0549239957264,5.936367815580667,0.3471579536710353,-20.3323848304932,6.981356491494167,-0.0732833985072679,-39.41213762612183,0.0
4623746603061.0,2.120386608631518,-0.2785047281148456,22904.82339504207,-13.217086610046309,1003.0560387215004,6.105852019274052,0.3591409667265369,-20.160748171572337,6.890894487125276,-0.0553519011385444,-40.05898861336804,0.0
4623777951504.182,2.1324810218756443,-0.2697670182072065,22934.34563974121,-13.022902434734243,1003.051503506039,5.749511877606906,0.4878715387821344,-19.766212442914437,7.0038452125540935,-0.236633570797051,-40.11798941516047,0.0
